cycle-size,binary-search-mpc
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,3
20,0
21,0
22,0
23,2
24,0
25,3
26,2
27,2
28,0
29,2
30,0
31,0
32,0
33,0
34,0
35,4
36,0
37,4
38,3
39,3
40,0
41,4
42,3
43,3
44,2
45,3
46,2
47,2
48,0
49,4
50,3
51,3
52,2
53,3
54,2
55,2
56,0
57,3
58,2
59,2
60,0
61,2
62,0
63,0
64,0
