cycle-size,binary-search-mpc
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,2
14,0
15,0
16,0
17,0
18,0
19,3
20,0
21,3
22,2
23,2
24,0
25,3
26,2
27,2
28,0
29,2
30,0
31,0
32,0
